1689263085.21849036220.40895473395901282831,-0.0021567679659855037988,0.30748706197629527281
1689263085.26940846440.383925731139779014,-0.0038406825086215179432,0.29876344412109545612
1689263085.32022333150.3712469155265517573,0.0038046665015686598199,0.2917343458260286404
1689263085.37102293970.34356846370715843353,0.0031487089393282541305,0.28527555851519093011
1689263085.42192006110.31628614087046991177,0.0034471599249240453267,0.27389940683717328707
1689263085.47238445280.2369778365990815594,0.022843341099410940931,0.22214374145845494635
1689263085.47248005870.2369778365990815594,0.022843341099410940931,0.22214374145845494635
1689263085.52278447150.27812595359719272103,-0.0051467779545387032369,0.26664970356792938588
1689263085.57309460640.25589946404131735935,-0.0036812467691525740943,0.2506173439429072447
1689263085.62371134760.22371906533668639572,-0.010580405560851310898,0.24469783732917727015
1689263085.67452383040.23199997564014229745,-0.0042610556745308614257,0.23530614295307272776
1689263085.72554111480.14864529262601822168,0.027103018752889791732,0.1578959399657756113
1689263085.77669835090.13150623104955028175,0.031122666615731042761,0.13763542022979780022
1689263085.82714772220.13040220077283481981,0.034562512319455646059,0.12157313922579066068
1689263085.87760877610.16437108007394285458,0.011019903894769221553,0.15247532037216049439
1689263085.9281878471-0.022473765681241264502,0.055579275231180842731,0.1368303139464118745
1689263085.97900462150.0042941310994679682267,0.072118688416508661132,0.12495130416667993289
1689263086.0299606323-0.0047753300514427055035,0.094354527949985139701,0.11561376450042737396
1689263086.08097743990.12598602209772269411,0.036324511619469743162,0.10885271499061588418
1689263086.13168501850.12241655358338032755,0.041568037653508319029,0.10430507160426827351
1689263086.18249750140.12366523501932935591,0.049687857823944893421,0.10220191455626459476
1689263086.23321151730.11788713779473791732,0.058337358576589545822,0.10075829555336168752
1689263086.28407406810.1147187059086625105,0.062570917314796664632,0.10084109503627275428
1689263086.3347368240.12452221062722534928,0.056897062613852258939,0.10051371746472548274
1689263086.38557434080.1354648815911561055,0.062538977918207894202,0.10125935049146916889
1689263086.43682241440.1255919517089943982,0.064728379476760300459,0.10100564839717307564
1689263086.48787236210.090235347426579126662,0.081524528528869891209,0.099601814464879923072
1689263086.53854322430.076874951501600508053,0.08223662424836078455,0.097546463404766636796
1689263086.58906793590.089835773626874670938,0.091101020649749217539,0.096327477799432903449
1689263086.6395604610.068294723406285617884,0.12666040748805018623,0.091489086388085949508
1689263086.6902494431-0.0093145677601765841658,0.0094239610647778998542,0.087649707963370682151
1689263086.7410602570.02529664470304093804,0.1529893016677519868,0.083367919698470682732
1689263086.7919201851-0.054376152266433552818,0.19806309948504879914,0.080050899516995288607
1689263086.8427174091-0.031048917297194722487,0.041007050004815664979,0.076887644126507170839
1689263086.89388108250.059516153106929703398,0.19180235502668865899,0.073847154132167025509
1689263086.9450149536-0.023428246477519953928,0.2072672393244454625,0.071276826498635148521
1689263086.9959015846-0.021932966540419096546,0.23252055395195553311,0.06899435988385416163
1689263087.0471558571-0.026389557395337992496,0.24292342441348244164,0.067433212912951179252
1689263087.0980815887-0.052265990343764445747,0.25575455751142905925,0.066583123836633006931
1689263087.1487832069-0.04200704713188097017,0.29477458369523457105,0.0664770974815396265
1689263087.1992497444-0.057392171763394617123,0.28917137040625395805,0.066243555653997032717
1689263087.2500760555-0.084766281359311745902,0.31673994699981544709,0.066059306568845344021
1689263087.3010880947-0.094278069949513376713,0.33451919843597976989,0.064837527093185465255
1689263087.3520970345-0.10670326313042299837,0.35409359091616915416,0.064112050148159904772
1689263087.4029607773-0.12964841260962922664,0.37084357844824922257,0.064586779550826811658
1689263087.4541182518-0.12929676570363657362,0.38596829231072088406,0.064903061812340123726
1689263087.5049362183-0.12699659652155514955,0.37578105168183562057,0.066081660559900223806
1689263087.5557246208-0.13375812280184928849,0.38368894444003331934,0.060796179613497980387
1689263087.6063513756-0.15355421400606128479,0.39189840953310400851,0.063328892203389441917
1689263087.6569209099-0.13090300174726932081,0.39731903440766241919,0.06549584117511392245
1689263087.7075686455-0.12118464899911396415,0.39391446102784266614,0.066528052628668843393
1689263087.7581794262-0.10934342971034327618,0.39045262416678916395,0.067188022777512346195
1689263087.8089127541-0.095114994963114263271,0.38805668749072996793,0.069409348797300429723
1689263087.8595590591-0.073594122081561463844,0.38880942077502367304,0.070160117852924086534
1689263087.9099862576-0.078273062817813432446,0.34174732919315314872,0.071038045876569255732
1689263087.9606268406-0.10873102888469976524,0.36529374949951465279,0.024566700132648944255
1689263088.0115625858-0.044127698197016451687,0.33752298504034627946,0.071661531049070192889
1689263088.0623977184-0.051711180745892759703,0.099103778662791436327,0.024290094089863378812
1689263088.11312413220.014486947392674531798,0.056788772020034586352,0.076169806750404633888
1689263088.16389822960.0040799270793907549404,0.066342250723857409955,0.075464244651895440175
1689263088.2146708965-0.0076986457046166467677,0.070215573036669601259,0.064136910612290098932
1689263088.2652776241-0.03803034374342317836,0.11220446121436203346,0.02076969575118908784
1689263088.3160195351-0.052170904285253838495,0.096340904154539913629,0.015053488622904898087
1689263088.3669292927-0.038179592980123522317,0.11131599277959762506,0.0091872130410499686093
1689263088.4180059433-0.03841397103614696551,0.11025894221660596795,0.0085725794875619043545
1689263088.468972683-0.0083251618638868762901,0.066174626247386819644,0.051930498064462982111
1689263088.51971483230.0094645053121880096114,0.086239936817300966165,0.050645363264859188934
1689263088.5704505444-0.009866341955926949403,0.12625179267314742826,0.028188108988780546937
1689263088.6211373806-0.052966890187127968481,0.091330745838378801782,0.0073571895890089944459
